customernumber, customername, starttime, endtime, beginfootprint, afterfootprint, deltaptcount, %EGMchange, preUtilization, adjpreUtilization, postUtilization, adjpostUtilization, preTheoWin, preTheoWPUPD, adjpreTheoWPUPD, postTheoWin, postTheoWPUPD, adjpostTheoWPUPD, preActualWPUPD, adjpreActualWPUPD, postActualWPUPD, adjpostActualWPUPD, %TheoWchange, adj%TheoWchange, %ActualWchange, adj%ActualWchange, DFtheo, adjDFtheo, DFactual, adjDFactual
CHIC002, Chickasaw Nation - Goldsby, 2016-2, 2016-2, 9, 16, 1, 0.1111111111111111, 0.18048611111111112, 0.27429823004602766, 0.15125, 0.1972876345080477, 335955.5330992, 229.3211830028669, 228.65988437822526, 585728.81139595, 212.45150939280015, 205.0609542012405, 232.94752218430037, 228.23558525644367, 166.18436343852014, 158.7441627603591, -0.07356352077538272, -0.10320537964564823, -0.2866017123503011, -0.30447233904390747, -0.6620716869784445, -0.9288484168108341, -2.5794154111527097, -2.7402510513951674
CHIC003, Chickasaw Nation - New Castle Casino, 2015-7, 2015-12, 116, 144, 22, 0.1896551724137931, 0.17847222222222223, 0.20700283633348177, 0.1607638888888889, 0.18329324350788406, 4727819.547842001, 225.5531486017843, 212.5047997948094, 5381115.7080882, 211.96343435964076, 198.52156558715484, 222.32831544296548, 209.08183705376655, 210.29715720644424, 196.86243619341, -0.06025060756804722, -0.06580196880802931, -0.054114376805988185, -0.05844314854194758, -0.3176850217224308, -0.3469558355332455, -0.28533035043157406, -0.3081547832211782
CHIC006, Chickasaw Nation - Gold Mountain, 2014-10, 2014-10, 13, 14, 1, 0.07692307692307693, 0.2771527777777778, 0.41988665329194025, 0.2751388888888889, 0.3570438570856181, 767473.1862918, 343.69600819158086, 344.7758887237797, 784367.1519506, 339.5528796322944, 330.09736319835497, 318.5373936408419, 317.62195393470665, 330.1187748917749, 315.1031551424935, -0.012054631012697256, -0.042574106848824816, 0.03635799589668029, -0.007930178506272065, -0.15671020316506432, -0.5534633890347226, 0.47265394665684374, -0.10309232058153685
CHIC007, Chickasaw Nation - Treasure Valley, 2015-4, 2015-4, 12, 14, 2, 0.16666666666666666, 0.1520138888888889, 0.1930127570196468, 0.13743055555555556, 0.19022683429610937, 428699.01178675, 196.38067420373338, 188.42054688039397, 456098.7575761, 178.79214330697766, 173.78281184296355, 195.19857993586808, 185.15321536163992, 185.5926499411995, 179.7735710690043, -0.08956345102730755, -0.07768651179386606, -0.049211064946397515, -0.029055095166066306, -0.5373807061638454, -0.46611907076319636, -0.2952663896783851, -0.17433057099639784
CHIC008, Chickasaw Nation - Texoma, 2014-2, 2014-2, 27, 28, 1, 0.037037037037037035, 0.13923611111111112, 0.1954904143454249, 0.14368055555555556, 0.16546546593601433, 757670.6590549, 151.7769749709335, 147.90771167560095, 943315.0273998, 182.6360169215489, 170.07063338596322, 112.83353365384616, 113.1142352451917, 189.79651500484027, 172.33181670677638, 0.20331833571281246, 0.14984290852238433, 0.68209315846744, 0.5235201505205944, 5.489595064245937, 4.0457585301043775, 18.41651527862088, 14.13504406405605
CHIC008, Chickasaw Nation - Texoma, 2014-11, 2014-11, 28, 29, 1, 0.03571428571428571, 0.13729166666666667, 0.18172608108141455, 0.13923611111111112, 0.15173793458659635, 911720.8463802001, 176.65585087777563, 169.58374819257895, 940181.1012135001, 178.13207677406217, 165.1685389918719, 163.34353807401666, 155.88781084832397, 177.2872906403941, 163.86017423950358, 0.00835650723681892, -0.02603556795839385, 0.0853645802630958, 0.05114167264133678, 0.23398220263092975, -0.7289959028350278, 2.3902082473666826, 1.4319668339574299
CHIC009, Chickasaw Nation - Ada Travel Stop, 2014-9, 2014-9, 5, 7, 2, 0.4, 0.21229166666666666, 0.2997628265719697, 0.19215277777777778, 0.28377288926308336, 266027.9756124, 262.8734936881423, 259.54694414565216, 278579.51481890003, 244.7974646914763, 245.12371705659052, 263.92687747035575, 259.6615668584981, 256.5604569420035, 251.12110375852373, -0.06876322425307099, -0.055570783684386726, -0.027910838785942315, -0.03289074776564238, -0.17190806063267747, -0.13892695921096682, -0.06977709696485579, -0.08222686941410595
CHIC009, Chickasaw Nation - Ada Travel Stop, 2015-3, 2015-3, 7, 8, 1, 0.14285714285714285, 0.18965277777777778, 0.30753106661823065, 0.17027777777777778, 0.25969923965785324, 258601.55890300003, 241.4580381914099, 247.6078920379085, 313646.698797, 214.23954835860656, 215.6545728030738, 257.296918767507, 256.24252875336134, 209.36680327868854, 215.191380034153, -0.11272554865714005, -0.1290480645501505, -0.18628328593444227, -0.16020427568727633, -0.7890788405999803, -0.9033364518510535, -1.303983001541096, -1.1214299298109343
CHIC012, Chickasaw Nation - Madill Gaming Ctr, 2014-12, 2014-12, 3, 5, 2, 0.6666666666666666, 0.23354166666666668, 0.38252231701110606, 0.238125, 0.2940356174676975, 163541.89785442, 297.8905243249909, 304.9554883702003, 236045.76793862, 305.75876675987047, 293.93806591134717, 295.20582877959924, 297.82296587542805, 230.47683937823837, 218.62556009576426, 0.026413201469595964, -0.036127969093897976, -0.21926731483912384, -0.2659210835096918, 0.03961980220439395, -0.05419195364084697, -0.3289009722586858, -0.3988816252645377
CHIC013, Chickasaw Nation - Riverwind Casino, 2015-7, 2015-7, 126, 128, 2, 0.015873015873015872, 0.12527777777777777, 0.13528314869017996, 0.10708333333333334, 0.15244807959936774, 3632732.156603, 163.3569636029769, 150.2911677613994, 3499526.5945081, 143.54676543369703, 141.22131455992044, 165.7583923914021, 153.1157758767875, 141.0379954058821, 137.8332213730957, -0.12126938290446317, -0.06034854433946619, -0.14913511544651212, -0.09981045007399943, -7.63997112298118, -3.8019582933863703, -9.395512273130263, -6.288058354661964
CHIC014, Chickasaw Nation - Black Gold Casino, 2014-6, 2014-6, 9, 10, 1, 0.1111111111111111, 0.15034722222222222, 0.18852566856474498, 0.1388888888888889, 0.21828674829548445, 292771.0449495, 176.5808473760555, 169.76967498305186, 297576.04999031004, 176.28912914117893, 177.80499223680687, 178.56815440289506, 175.74275568099517, 195.71741706161137, 196.1176140778732, -0.0016520378014456864, 0.047330698221323554, 0.09603763177180642, 0.11593569429320937, -0.014868340213011179, 0.425976283991912, 0.8643386859462578, 1.0434212486388843
