customernumber, customername, starttime, endtime, beginfootprint, afterfootprint, deltaptcount, %EGMchange, preUtilization, adjpreUtilization, postUtilization, adjpostUtilization, preTheoWin, preTheoWPUPD, adjpreTheoWPUPD, postTheoWin, postTheoWPUPD, adjpostTheoWPUPD, preActualWPUPD, adjpreActualWPUPD, postActualWPUPD, adjpostActualWPUPD, %TheoWchange, adj%TheoWchange, %ActualWchange, adj%ActualWchange, DFtheo, adjDFtheo, DFactual, adjDFactual
CHOC003, Choctaw - Durant Travel Plaza, 2015-5, 2015-5, 29, 31, 2, 0.06896551724137931, 0.38333333333333336, 0.5004522400865558, 0.3323611111111111, 0.5342633440534076, 2636287.526402, 498.91891112831183, 485.6292142312643, 2607736.698051, 458.30170440263623, 468.7466788349737, 474.9292202876609, 454.64346894663134, 459.0710755711775, 485.49707442319857, -0.08141043728693154, -0.03476424997004173, -0.033390543346392146, 0.06786329857119096, -1.1804513406605073, -0.5040816245656051, -0.48416287852268614, 0.9840178292822689
CHOC005, Choctaw - Idabel, 2015-4, 2015-5, 133, 136, 3, 0.022556390977443608, 0.25319444444444444, 0.3157709569888241, 0.2325, 0.34232058706782725, 7234709.692329999, 297.1377399511253, 283.35306609043863, 7083548.35786, 282.94581018014776, 279.7607294643499, 286.89300928207655, 274.15024053154264, 288.98931136409027, 285.0215966759337, -0.047762124640619186, -0.012677952194602953, 0.007306912382631858, 0.039654738669252676, -2.117454192400784, -0.5620558806273976, 0.3239397822966791, 1.758026747670202
CHOC007, Choctaw - McAlester Travel Plaza, 2015-5, 2015-5, 49, 51, 2, 0.04081632653061224, 0.18375, 0.25030425631130904, 0.17506944444444444, 0.2928057003995679, 2442843.766756, 275.43621228503775, 272.8037669686549, 2452885.130178, 262.81850746576663, 270.2322976439516, 310.14641222234746, 312.46120100586313, 244.79428479588557, 253.19523318472088, -0.04580989810524106, -0.009426077041666175, -0.21071379468226836, -0.18967464642123733, -1.122342503578406, -0.2309388875208213, -5.162487969715575, -4.647028837320315
CHOC008, Choctaw - Pocola, 2015-6, 2015-11, 453, 544, 91, 0.20088300220750552, 0.3104166666666667, 0.35588703942855815, 0.25881944444444444, 0.2999638453868114, 29363443.085539997, 355.6360134382191, 334.4984058564058, 31023964.176989995, 308.8713417260535, 291.7331731594038, 347.982729210571, 329.8441300419058, 299.9236614796452, 281.1015426585227, -0.13149588327698852, -0.12784883858418247, -0.13810762344427827, -0.14777460910761245, -0.6545893969722616, -0.6364343283366446, -0.6875027848380006, -0.7356252519313016
CHOC008, Choctaw - Pocola, 2016-3, 2016-3, 544, 553, 9, 0.016544117647058824, 0.25680555555555556, 0.35434876735355586, 0.241875, 0.3231722754303375, 28945818.620549995, 299.91937396955814, 294.3462099027064, 30238316.980839998, 301.403608082133, 292.9675591862447, 305.3435046419099, 297.77381548605354, 292.15968761525045, 282.8771063420882, 0.0049487770427446, -0.004683772612249245, -0.0431770017250594, -0.05002692771911311, 0.29912607902811805, -0.2831080334515099, -2.609809882048035, -3.02384985324417
CHOC010, Choctaw - Durant TP 2 West, 2015-5, 2015-5, 29, 31, 2, 0.06896551724137931, 0.26694444444444443, 0.3542556296001507, 0.24354166666666666, 0.4067408044374424, 1834827.495634, 348.2306881066616, 340.7810850017081, 1839799.0814930003, 324.3079643033669, 334.063405001939, 364.6094116530651, 361.6725069846271, 319.80408073329806, 320.10049266120217, -0.06869791956982062, -0.019712596430448776, -0.12288583203771054, -0.11494380557157458, -0.996119833762399, -0.2858326482415073, -1.7818445645468028, -1.6666851807878313
CHOC012, Choctaw - Durant Casino Resort, 2014-6, 2014-6, 953, 963, 10, 0.01049317943336831, 0.23979166666666665, 0.2596469182748215, 0.2338888888888889, 0.32053622498056905, 55484355.290180005, 331.82041534208076, 309.4078648039016, 61402175.614379995, 344.4393837018629, 336.76243390150734, 330.2144398129321, 308.11379269161307, 339.25555817958457, 331.7506788699535, 0.03802951167658853, 0.08840941750120894, 0.027379536678572614, 0.07671479414100191, 3.624212462778887, 8.425417487865213, 2.60926984546797, 7.310919881637482
CHOC012, Choctaw - Durant Casino Resort, 2015-6, 2015-11, 945, 1147, 202, 0.21375661375661376, 0.2448611111111111, 0.26586088092160415, 0.22041666666666668, 0.23137735997894146, 65102283.9409, 374.35975193584926, 348.686453558018, 78015252.5616, 358.8178461413926, 331.3841915266554, 365.565347463816, 340.8255097784397, 354.03652267699374, 326.82591826991626, -0.04151596349257108, -0.049621262468929485, -0.031536973804562815, -0.04107553896897025, -0.1942207202994043, -0.23213907442147705, -0.14753683289758346, -0.192160318443945
CHOC012, Choctaw - Durant Casino Resort, 2016-2, 2016-3, 1147, 1207, 60, 0.05231037489102005, 0.21416666666666667, 0.2912098146175551, 0.21854166666666666, 0.2737203096747738, 70879110.7887, 345.1456505098364, 337.56372569925986, 82450062.2822, 373.07720489683254, 357.4704160398191, 338.36720622321775, 329.7254279066517, 368.4975522624434, 351.8790836226244, 0.08092686187914198, 0.05897165135063825, 0.08904629492773279, 0.06718819308726356, 1.547051842922931, 1.1273414016530345, 1.7022683380351586, 1.2844142911848553
CHOC014, Choctaw - Stringtown TP, 2015-6, 2015-6, 17, 19, 2, 0.11764705882352941, 0.1279861111111111, 0.1564340949499601, 0.09743055555555556, 0.15465070558444194, 406336.4707402, 129.61290932701755, 124.59676627607656, 356367.33266270004, 100.15945268766161, 101.59315690747611, 115.38377990430622, 109.72904155505582, 83.65488195615512, 82.97328644159641, -0.22724169060231428, -0.1846244493828192, -0.2749857733423669, -0.24383476547578226, -1.9315543701196713, -1.5693078197539632, -2.3373790734101187, -2.072595506544149
CHOC014, Choctaw - Stringtown TP, 2015-12, 2015-12, 19, 21, 2, 0.10526315789473684, 0.10013888888888889, 0.15913939859253667, 0.09826388888888889, 0.12391934391487151, 361333.20863000007, 103.92096883232674, 105.14384041262583, 398232.2542349, 104.19472899918891, 99.96617954620618, 86.42000575208513, 86.76522004570032, 117.17675824175825, 111.07430329024072, 0.0026343111495032204, -0.04924359663961747, 0.3558985239818851, 0.2801708245739077, 0.025025955920280594, -0.467814168076366, 3.3810359778279087, 2.6616228334521232
CHOC015, Choctaw - Broken Bow, 2015-11, 2015-11, 105, 111, 6, 0.05714285714285714, 0.24680555555555556, 0.34074321320942574, 0.24444444444444444, 0.272367590471961, 5914003.190114, 305.2231208770644, 298.2623518703035, 6296129.987508999, 309.9556927833899, 289.67709016905434, 314.7400118703551, 306.36634747347233, 295.5826199970462, 275.5458345697829, 0.015505286404012853, -0.02878426206798771, -0.06086735448558102, -0.10060019045126388, 0.2713425120702249, -0.503724586189785, -1.0651787034976679, -1.760503332897118
CHOC017, Choctaw - Poteau Choctaw TP, 2015-5, 2015-5, 120, 124, 4, 0.03333333333333333, 0.20673611111111112, 0.2717366619918878, 0.18868055555555555, 0.3072501905415649, 5172071.53849, 237.3054158518009, 231.8319885214958, 5034121.262489, 220.86260090769096, 225.2122635607862, 242.93106033493922, 241.16276110695108, 224.28302417408855, 230.4843191710174, -0.06928967417405507, -0.028553975674050693, -0.07676266729803853, -0.04427898356661289, -2.0786902252216524, -0.8566192702215207, -2.302880018941156, -1.3283695069983867
CHOC017, Choctaw - Poteau Choctaw TP, 2015-12, 2015-12, 124, 129, 5, 0.04032258064516129, 0.18868055555555555, 0.3072501905415649, 0.18715277777777778, 0.2327114888281142, 5034121.262489, 220.86260090769096, 225.2122635607862, 5202245.362558, 222.95655777473962, 214.54157738121975, 224.28302417408855, 230.4843191710174, 228.7128341833455, 218.12817561183732, 0.009480812316992614, -0.04738057337932825, 0.019750982160016417, -0.05360947592279339, 0.23512414546141686, -1.1750382198073406, 0.48982435756840714, -1.329515002885276
CHOC018, Choctaw - Wilburton Choctaw TP, 2015-5, 2015-5, 28, 30, 2, 0.07142857142857142, 0.2638888888888889, 0.35863757892829773, 0.22666666666666666, 0.3898556186471848, 1591737.022712, 313.64276309596056, 308.70599161280785, 1501383.575937, 273.0781331278647, 283.03066112004365, 285.065960591133, 275.16149281103446, 288.38241178610406, 300.72003746926157, -0.1293338624098427, -0.08317082010175977, 0.01163397828381141, 0.09288561563292319, -1.810674073737798, -1.164391481424637, 0.16287569597335974, 1.3003986188609247
CHOC019, Choctaw - Pocola Travel Plaza, 2015-5, 2015-5, 20, 22, 2, 0.1, 0.4203472222222222, 0.577877738674069, 0.3877083333333333, 0.6648836512538244, 1973805.7433329998, 542.2543250914835, 535.8325813412088, 2118118.88161, 525.4574253559911, 544.7915504314066, 606.9630054945054, 597.7707740065935, 554.888206400397, 589.352377612007, -0.030976054884686428, 0.016719716945492874, -0.08579567226124751, -0.014082984248563498, -0.30976054884686427, 0.16719716945492874, -0.8579567226124751, -0.14082984248563496
CHOC021, Choctaw - Stringtown, 2014-9, 2014-9, 42, 46, 4, 0.09523809523809523, 0.17, 0.22183027150958026, 0.18215277777777777, 0.24493971501280115, 1526213.520359, 179.34353940763808, 173.17415818601646, 1666518.130117, 198.96348258321396, 193.24487542084526, 180.1135464159812, 173.78867150681555, 187.09218003820442, 177.26243050167142, 0.10939866158758484, 0.11589903161688639, 0.038745745453846715, 0.019988408707754226, 1.1486859466696409, 1.216939831977307, 0.40683032726539053, 0.2098782914314194
CHOC021, Choctaw - Stringtown, 2015-6, 2016-1, 46, 67, 21, 0.45652173913043476, 0.18930555555555556, 0.2339199851570659, 0.12256944444444444, 0.14081302309076169, 1755466.423552, 208.85977674622248, 199.94478282022607, 1737775.01356, 142.46392962452862, 134.00611833234956, 199.45368947055326, 185.88327122712673, 156.9713551401869, 147.71070099852435, -0.3178967638291068, -0.3297843712539534, -0.212993474541058, -0.20535774939079993, -0.6963452921970912, -0.7223848132229456, -0.4665571347089842, -0.4498312605703237
