customernumber,customername,year,month,beginfootprint,deltaptcount,trainset,gamesPlayed,ActualWin,TheoWin,MachineDays,GamesPlayedAdj,ActualWinAdj,TheoWinAdj
7CLA001,7 Clans - Paradise Casino,2014,2,232,0,CTRL,2960168,370147.38,295728.552422,2579,1525743.37462,315148.352459,243123.475566
7CLA001,7 Clans - Paradise Casino,2014,3,232,0,CTRL,7771049,758946.3,779343.214306,7279,5812025.0275,631899.36125,656561.041392
7CLA001,7 Clans - Paradise Casino,2014,4,232,0,CTRL,6801928,768626.58,698152.023233,6985,7178834.96451,728257.405732,636831.088677
7CLA001,7 Clans - Paradise Casino,2014,5,232,0,CTRL,7786191,719998.72,756855.521706,7196,9008399.9175,649097.981313,702870.725471
7CLA001,7 Clans - Paradise Casino,2014,6,232,0,CTRL,6881474,540455.03,695981.024699,6963,9174776.7436,518761.133874,662298.681664
7CLA001,7 Clans - Paradise Casino,2014,7,232,0,CTRL,7206036,888905.18,719787.66026,7195,9055270.75764,872096.750722,698842.214848
7CLA001,7 Clans - Paradise Casino,2014,8,232,0,CTRL,6368742,626120.17,643401.872129,7202,6958167.96749,577387.90189,585477.059626
7CLA001,7 Clans - Paradise Casino,2014,9,232,0,CTRL,6396265,629766.06,693984.167471,6980,9292573.92643,618357.930001,683189.402905
7CLA001,7 Clans - Paradise Casino,2014,10,232,0,CTRL,6822491,705611.77,728775.909203,7371,9606943.12944,694474.555619,705319.367918
7CLA001,7 Clans - Paradise Casino,2014,11,232,0,CTRL,6893253,707649.13,747897.475973,6964,9853482.38423,666562.426798,739633.477116
7CLA001,7 Clans - Paradise Casino,2014,12,232,0,CTRL,7597466,846624.7,858681.021863,7202,10418446.6682,872006.221779,845482.76454
7CLA001,7 Clans - Paradise Casino,2015,1,232,0,CTRL,7026468,680373.38,760297.711113,7193,8043527.31939,621236.075394,708121.757377
7CLA001,7 Clans - Paradise Casino,2015,2,232,-3,TRMT,7039969,754609.88,775425.994695,6431,5115671.65707,678261.703005,668512.18471
7CLA001,7 Clans - Paradise Casino,2015,3,229,0,TRAIN,6866258,696175.76,755040.320608,7120,5615212.99056,600629.655744,648573.171924
7CLA001,7 Clans - Paradise Casino,2015,4,229,-4,TRMT,6201142,786328.82,692042.267028,6792,6543864.24022,731421.063882,634557.094077
7CLA001,7 Clans - Paradise Casino,2015,5,225,0,TRAIN,6857621,874860.18,749790.125483,6989,7457195.98102,791273.717076,690995.370999
7CLA001,7 Clans - Paradise Casino,2015,6,225,-3,TRMT,5185161,512449.25,577551.692096,6668,6703232.00749,486852.289911,544355.080974
7CLA001,7 Clans - Paradise Casino,2015,7,222,3,TRMT,5565221,645031.91,636246.881617,6976,6387147.04523,645066.580511,597618.849672
7CLA001,7 Clans - Paradise Casino,2015,8,225,0,TRAIN,5348875,613136.32,606869.435618,6813,6617062.37828,581565.425444,571108.281591
7CLA001,7 Clans - Paradise Casino,2015,9,225,-12,TRMT,5225519,619843.05,588873.093402,6393,7512417.67827,568884.625706,570548.552283
7CLA001,7 Clans - Paradise Casino,2015,10,213,-8,TRMT,5404580,703501.36,589753.285729,6421,7279901.78575,666269.347679,553615.487251
7CLA001,7 Clans - Paradise Casino,2015,11,205,-6,TRMT,5004909,440755.85,580066.090696,5977,7823945.36037,386150.868016,586065.065004
7CLA001,7 Clans - Paradise Casino,2015,12,199,6,TRMT,5716841,554422.99,668161.60648,6355,7841177.0902,536437.042121,657570.569822
7CLA001,7 Clans - Paradise Casino,2016,1,205,0,TRAIN,5591672,534681.83,640604.508225,6355,6149062.29054,540174.21317,587322.578848
7CLA001,7 Clans - Paradise Casino,2016,2,205,0,CTRL,5506568,596048.86,601438.695878,5945,3861438.14526,518561.58581,513235.49313
7CLA001,7 Clans - Paradise Casino,2016,3,205,0,CTRL,4981102,616850.35,614458.801221,6355,4450933.86182,509399.144076,532122.820665
7CLA001,7 Clans - Paradise Casino,2016,4,205,0,CTRL,4875191,622481.51,600791.265674,6157,3947693.98853,538639.292026,512560.950712
7CLA001,7 Clans - Paradise Casino,2016,5,205,-20,TRMT,4262340,623121.41,521490.208248,5960,4674296.08788,587184.403162,480633.924675
7CLA001,7 Clans - Paradise Casino,2016,6,185,0,TRAIN,3666257,339585.72,480795.92848,5550,4831462.31244,316984.120082,461305.744205
7CLA001,7 Clans - Paradise Casino,2016,7,185,0,CTRL,4384692,779604.99,557775.294975,5711,4066309.03237,710319.999562,502352.482109
7CLA001,7 Clans - Paradise Casino,2016,8,185,-6,TRMT,4194482,486723.26,563645.874831,5549,5116733.31214,445418.40131,526870.033979
7CLA001,7 Clans - Paradise Casino,2016,9,179,0,TRAIN,3826843,571960.52,498146.252483,5375,4672059.59236,530667.389581,479097.173671
7CLA001,7 Clans - Paradise Casino,2016,10,179,0,CTRL,3504129,629942.05,435882.818068,5549,4942986.7894,608175.048798,420947.184904
7CLA001,7 Clans - Paradise Casino,2016,11,179,0,CTRL,217196,42005.19,28799.3716386,1609,549972.702496,51396.4969746,34969.3022985
7CLA002,7 Clans - Chilocco,2013,7,168,0,CTRL,5209628,309675,388331.999972,3864,6838692.20957,297349.638799,378140.81898
7CLA002,7 Clans - Chilocco,2013,8,168,0,CTRL,7667513,595703.24,554381.595186,5211,8426593.04019,581102.44172,510626.399589
7CLA002,7 Clans - Chilocco,2013,9,168,0,CTRL,7766091,539797.35,562964.997903,5041,11023054.3699,526980.915688,559306.544711
7CLA002,7 Clans - Chilocco,2013,10,168,0,CTRL,7544244,594665.79,547825.04747,5214,11100278.4549,588069.063303,537179.583776
7CLA002,7 Clans - Chilocco,2013,11,168,0,CTRL,7476889,569629.51,570802.506083,5040,9137042.45532,556739.559214,540280.459945
7CLA002,7 Clans - Chilocco,2013,12,168,0,CTRL,6809388,439931.44,536920.715615,5208,9732727.55006,448927.943984,541777.414804
7CLA002,7 Clans - Chilocco,2014,1,168,0,CTRL,6650557,590615.93,509987.868355,5217,8581660.72079,555777.220527,490616.367173
7CLA002,7 Clans - Chilocco,2014,2,168,0,CTRL,7735052,586220.45,627592.491641,4704,4649030.60972,510250.53276,536193.600083
7CLA002,7 Clans - Chilocco,2014,3,168,0,CTRL,8643840,648194.88,683494.936726,5212,6755470.72403,542912.697918,588411.863609
7CLA002,7 Clans - Chilocco,2014,4,168,0,CTRL,6827156,564766.88,537356.201344,5032,7130354.51818,499189.325209,494373.443789
7CLA002,7 Clans - Chilocco,2014,5,168,0,CTRL,8051065,780077.69,631667.250637,5209,8864887.51475,732407.871158,581740.207456
7CLA002,7 Clans - Chilocco,2014,6,168,0,CTRL,7302196,547202.73,563008.819627,5040,9660411.71749,526756.551998,537771.608071
7CLA002,7 Clans - Chilocco,2014,7,168,0,CTRL,8053957,614153.66,632087.383534,5208,9904184.06772,564446.800223,610799.831248
7CLA002,7 Clans - Chilocco,2014,8,168,0,CTRL,8051580,649351.74,676454.473809,5218,8484975.19385,582271.031075,615721.70515
7CLA002,7 Clans - Chilocco,2014,9,168,0,CTRL,6404071,623459.64,543601.817273,5040,9409611.07581,613044.541681,541298.512303
7CLA002,7 Clans - Chilocco,2014,10,168,0,CTRL,6494757,523026.31,561177.511229,5208,8687745.26423,494933.959125,537697.596113
7CLA002,7 Clans - Chilocco,2014,11,168,0,CTRL,6790644,494893.17,574529.389012,5040,9092309.53141,486692.059496,559153.897647
7CLA002,7 Clans - Chilocco,2014,12,168,0,CTRL,7304057,666446.15,625043.917109,5208,9340228.01215,650626.236998,605604.550224
7CLA002,7 Clans - Chilocco,2015,1,168,0,CTRL,6809353,635519.12,582568.020495,5208,7685687.90494,593269.396622,542279.162708
7CLA002,7 Clans - Chilocco,2015,2,168,0,CTRL,6512990,557701.48,570694.362871,4704,4646865.70179,453411.019068,498222.636467
7CLA002,7 Clans - Chilocco,2015,3,168,0,CTRL,7032007,531907.56,611667.319972,5208,5878934.51249,442937.540498,531706.654644
7CLA002,7 Clans - Chilocco,2015,4,168,0,CTRL,6322100,576181.47,545417.772835,5040,6820402.20808,527690.409685,504810.18572
7CLA002,7 Clans - Chilocco,2015,5,168,0,CTRL,6964745,632128.21,611148.032873,5208,7705111.12238,600067.627186,568128.298737
7CLA002,7 Clans - Chilocco,2015,6,168,0,CTRL,6208690,539359.24,546134.774713,5040,8792128.69812,532409.506903,531056.181864
7CLA002,7 Clans - Chilocco,2015,7,168,0,CTRL,6825171,574298.29,624625.878258,5208,8200428.84764,518392.377289,600373.82409
7CLA002,7 Clans - Chilocco,2015,8,168,0,CTRL,6797143,418803.63,637037.38642,5040,8747530.40569,429365.349148,604970.746437
7CLA002,7 Clans - Chilocco,2015,9,168,-14,TRMT,6303462,598968.6,584106.080671,4620,9084143.91282,592618.10552,580257.306153
7CLA002,7 Clans - Chilocco,2015,10,154,0,TRAIN,6320839,522984.08,609396.933696,4702,8651636.58455,498822.010086,589671.719086
7CLA002,7 Clans - Chilocco,2015,11,154,-6,TRMT,6120899,545842.19,598378.559144,4440,9672205.70553,559177.611225,616119.235156
7CLA002,7 Clans - Chilocco,2015,12,148,6,TRMT,6183270,649638.31,583179.073921,4774,7989883.75629,644502.330414,569166.214504
7CLA002,7 Clans - Chilocco,2016,1,154,0,TRAIN,6419295,495662.62,607091.282392,4774,7168468.14967,498376.508266,558120.473722
7CLA002,7 Clans - Chilocco,2016,2,154,0,CTRL,7446081,706483.94,711051.670952,4466,5481755.99314,616165.931564,615448.62761
7CLA002,7 Clans - Chilocco,2016,3,154,0,CTRL,7098354,634024.54,676827.838045,4774,6026762.71804,541446.575228,585998.428582
7CLA002,7 Clans - Chilocco,2016,4,154,0,CTRL,6666357,685823.57,639645.086938,4632,6115508.06773,580468.657029,562724.272952
7CLA002,7 Clans - Chilocco,2016,5,154,0,CTRL,6702030,640396.17,641170.057902,4892,8671900.04102,601248.619448,619132.998868
7CLA002,7 Clans - Chilocco,2016,6,154,0,CTRL,6203525,654687.6,590659.97242,4620,8137987.97405,638832.946899,565977.686222
7CLA002,7 Clans - Chilocco,2016,7,154,0,CTRL,6640896,642467.26,624518.054611,4710,7287816.37521,595075.258864,582641.778329
7CLA002,7 Clans - Chilocco,2016,8,154,-10,TRMT,6140349,648044.89,595422.326712,4464,8210786.33202,631677.760848,572493.842232
7CLA002,7 Clans - Chilocco,2016,9,144,0,TRAIN,6439140,482276.4,620324.476653,4320,8413493.54139,486613.735171,599900.401025
7CLA002,7 Clans - Chilocco,2016,10,144,1,TRMT,6590497,697789.54,636547.664952,4490,9661171.09784,692998.585019,623185.788529
7CLA002,7 Clans - Chilocco,2016,11,145,0,TRAIN,480724,17707.41,47535.7360652,1363,1163092.64854,18895.3742389,56938.6323916
7CLA003,7 Clans - Red Rock,2013,12,42,0,CTRL,30131,5791.85,2107.71324871,42,77111.2614974,7279.665826,2649.14459243
7CLA003,7 Clans - Red Rock,2014,1,42,0,CTRL,2493060,150470.65,200696.133659,1304,3687761.70562,148555.530548,201929.735554
7CLA003,7 Clans - Red Rock,2014,2,42,0,CTRL,2615496,201700.8,209439.8853,1180,1972814.87222,175528.256572,189128.151573
7CLA003,7 Clans - Red Rock,2014,3,42,0,CTRL,2909087,210988.45,237140.344508,1301,2631928.36607,191711.49826,212180.226327
7CLA003,7 Clans - Red Rock,2014,4,42,0,CTRL,2748262,119548.5,234008.320073,1260,3576422.53272,92652.1411509,226326.15203
7CLA003,7 Clans - Red Rock,2014,5,42,0,CTRL,2963839,176692.05,251524.838221,1302,3730103.14659,173695.910835,240509.837195
7CLA003,7 Clans - Red Rock,2014,6,42,0,CTRL,2738417,260722.75,237023.415861,1260,4248997.75666,274593.95236,236120.484158
7CLA003,7 Clans - Red Rock,2014,7,42,0,CTRL,2408839,233423.85,195828.049962,1302,3412660.90005,242128.866156,196415.851574
7CLA003,7 Clans - Red Rock,2014,8,42,0,CTRL,2173350,259023.1,185563.976087,1302,2839312.59113,250311.96781,179558.694798
7CLA003,7 Clans - Red Rock,2014,9,42,0,CTRL,2009819,147920.45,187119.006125,1260,3379896.93367,166460.81611,194766.332337
7CLA003,7 Clans - Red Rock,2014,10,42,0,CTRL,2186890,127421,196830.328109,1302,3591830.3004,119997.045044,199612.089003
7CLA003,7 Clans - Red Rock,2014,11,42,0,CTRL,2046361,190937.65,176566.606832,1260,3226662.53857,202561.061892,179349.852661
7CLA003,7 Clans - Red Rock,2014,12,42,0,CTRL,2335896,189334.25,207882.641655,1302,3650442.78999,193949.502984,214504.539477
7CLA003,7 Clans - Red Rock,2015,1,42,0,CTRL,1966398,157051.05,167457.206329,1302,2756262.80044,150455.947536,166309.911115
7CLA003,7 Clans - Red Rock,2015,2,42,0,CTRL,2154289,136527.4,202130.703594,1176,1838168.2519,128706.501961,183087.674635
7CLA003,7 Clans - Red Rock,2015,3,42,0,CTRL,2148363,222326,191946.185128,1302,2078898.47733,201593.075818,173955.350975
7CLA003,7 Clans - Red Rock,2015,4,42,0,CTRL,2143299,214394.5,208094.688763,1260,2639496.4404,200997.364956,200130.495673
7CLA003,7 Clans - Red Rock,2015,5,42,0,CTRL,2119396,228285.95,191562.967022,1302,2700603.25132,212271.823027,184021.420006
7CLA003,7 Clans - Red Rock,2015,6,42,0,CTRL,1639081,209939.9,147151.408042,1260,2642257.46996,214250.798561,148425.779763
7CLA003,7 Clans - Red Rock,2015,7,42,0,CTRL,1831153,155267.7,157875.171401,1302,2556749.36877,157237.508781,157609.386322
7CLA003,7 Clans - Red Rock,2015,8,42,0,CTRL,1686795,127043.23,148394.360865,1314,2507571.02497,126563.393941,145706.360464
7CLA003,7 Clans - Red Rock,2015,9,42,0,CTRL,1704484,142355.9,146097.974515,1266,2968576.88641,152526.997627,151074.48738
7CLA003,7 Clans - Red Rock,2015,10,42,0,CTRL,1854456,143418.65,162189.878569,1314,2943991.87584,145595.539306,160935.01337
7CLA003,7 Clans - Red Rock,2015,11,42,0,CTRL,1812703,148329.8,153433.783097,1260,3382646.01007,174866.355755,163950.536825
7CLA003,7 Clans - Red Rock,2015,12,42,0,CTRL,1863041,191571,165425.308906,1302,2974274.187,212968.757698,169077.078065
7CLA003,7 Clans - Red Rock,2016,1,42,0,CTRL,1839651,144045.35,162418.229458,1302,2401576.95665,121749.995923,157794.647826
7CLA003,7 Clans - Red Rock,2016,2,42,0,CTRL,1987522,210289.53,175501.630911,1218,1713540.72532,196784.684458,160442.440041
7CLA003,7 Clans - Red Rock,2016,3,42,0,CTRL,2295543,155300.73,206078.459176,1302,2313612.46477,144020.141728,188540.294401
7CLA003,7 Clans - Red Rock,2016,4,42,0,CTRL,1770174,141369.53,154755.535938,1264,1930577.86003,135695.735219,142481.054425
7CLA003,7 Clans - Red Rock,2016,5,42,0,CTRL,1745520,108790,157113.279,1327,2715192.71691,112247.95157,161481.766827
7CLA003,7 Clans - Red Rock,2016,6,42,0,CTRL,1691676,110588.73,143342.783801,1261,2622035.75018,95341.4870773,144062.273288
7CLA003,7 Clans - Red Rock,2016,7,42,0,CTRL,1791166,136100.9,156948.955145,1302,2223334.01255,133907.738852,151656.877744
7CLA003,7 Clans - Red Rock,2016,8,42,0,CTRL,1701605,141919.1,151526.214049,1304,2791072.16388,146944.171782,155085.455159
7CLA003,7 Clans - Red Rock,2016,9,42,0,CTRL,1749321,114636.08,148542.282771,1260,2621019.6378,114780.158979,149203.638825
7CLA003,7 Clans - Red Rock,2016,10,42,0,CTRL,1495469,165656.26,126711.216856,1294,2424734.76885,171859.999619,127063.560527
7CLA003,7 Clans - Red Rock,2016,11,42,-5,TRMT,134012,23559.09,12111.1241012,352,326235.394916,27879.0511142,14405.4748152
7CLA004,Otoe Missouria-First Council Casino,2013,7,521,0,CTRL,15761220,1421218.75,1376644.86196,12137,20195460.3251,1377468.14003,1340421.5817
7CLA004,Otoe Missouria-First Council Casino,2013,8,521,20,TRMT,22261906,1978859.2,1848925.2097,16781,23863584.9895,1800793.36557,1701361.59075
7CLA004,Otoe Missouria-First Council Casino,2013,9,541,0,TRAIN,20685176,1807511.84,1754141.30574,16248,27358952.226,1778973.06414,1717602.45226
7CLA004,Otoe Missouria-First Council Casino,2013,10,541,0,CTRL,21143985,1759439.93,1853049.31721,16819,30335211.3324,1698078.14048,1821079.05181
7CLA004,Otoe Missouria-First Council Casino,2013,11,541,0,CTRL,23077539,2105142.95,2054634.93844,16273,27460761.8246,1978419.82443,1938013.70926
7CLA004,Otoe Missouria-First Council Casino,2013,12,541,0,CTRL,22343042,1896633.25,2071421.1056,16824,31294264.899,1868485.70273,2070814.30911
7CLA004,Otoe Missouria-First Council Casino,2014,1,541,6,TRMT,19980228,2001582.53,1780174.75998,16981,24910583.5314,1912718.98249,1697074.01614
7CLA004,Otoe Missouria-First Council Casino,2014,2,547,0,TRAIN,21161483,1909654.83,1869914.01258,15407,12264446.9762,1618132.41053,1592152.77779
7CLA004,Otoe Missouria-First Council Casino,2014,3,547,0,CTRL,23904668,2071105.1,2183694.53722,16997,18432083.9973,1698107.5717,1866685.81784
7CLA004,Otoe Missouria-First Council Casino,2014,4,547,0,CTRL,19431844,1953681.06,1799291.36725,16453,20883924.1485,1845713.59328,1653425.31649
7CLA004,Otoe Missouria-First Council Casino,2014,5,547,0,CTRL,22698770,1948730.37,2122531.27036,17010,24651187.4999,1812712.03387,1951462.44341
7CLA004,Otoe Missouria-First Council Casino,2014,6,547,0,CTRL,19636336,1953715.92,1836655.11078,16528,25327590.6593,1881715.32761,1753322.08403
7CLA004,Otoe Missouria-First Council Casino,2014,7,547,0,CTRL,21997536,1913968.78,2122018.27168,17048,26978039.6861,1828449.7953,2059036.97923
7CLA004,Otoe Missouria-First Council Casino,2014,8,547,0,CTRL,22213175,2086868.94,2241609.47639,17109,24363967.7005,1943497.38574,2069620.43953
7CLA004,Otoe Missouria-First Council Casino,2014,9,547,0,CTRL,18707011,1958935.87,1947322.35383,16480,26494393.4282,1912467.74362,1929928.11849
7CLA004,Otoe Missouria-First Council Casino,2014,10,547,0,CTRL,19882819,2004356.28,2005401.35471,16991,28505157.2963,1967362.52359,1960279.42569
7CLA004,Otoe Missouria-First Council Casino,2014,11,547,0,CTRL,19972651,1965114.76,2100862.68696,16458,26503810.3107,1848207.16122,2044335.64496
7CLA004,Otoe Missouria-First Council Casino,2014,12,547,-6,TRMT,21079992,2376500.03,2210607.12472,16759,27439251.2097,2317742.72273,2157008.05854
7CLA004,Otoe Missouria-First Council Casino,2015,1,541,-2,TRMT,19920241,2004429.89,1966912.31724,16765,21760459.3256,1853153.88353,1830605.79401
7CLA004,Otoe Missouria-First Council Casino,2015,2,539,1,TRMT,19113228,1972198.55,1906891.37504,15143,13206455.7792,1717336.64234,1645922.94716
7CLA004,Otoe Missouria-First Council Casino,2015,3,540,0,TRAIN,20516195,2160965.5,2071847.82562,16860,16913338.91,1855789.52557,1792070.30054
7CLA004,Otoe Missouria-First Council Casino,2015,4,540,3,TRMT,18813401,1925500.77,1917273.56925,16417,20022455.7097,1828320.55036,1768877.73702
7CLA004,Otoe Missouria-First Council Casino,2015,5,543,0,TRAIN,21690334,2350125.87,2259738.14901,17078,23110760.4674,2181760.48643,2089955.68571
7CLA004,Otoe Missouria-First Council Casino,2015,6,543,-6,TRMT,17461681,1695334.86,1853840.34667,16316,22364149.0146,1590345.92576,1752475.01511
7CLA004,Otoe Missouria-First Council Casino,2015,7,537,-2,TRMT,20143246,1985924.78,2226050.53569,16706,22455436.6179,1924444.25497,2113693.22514
7CLA004,Otoe Missouria-First Council Casino,2015,8,535,0,TRAIN,19021242,2162464.76,2024477.48386,16619,21928691.3427,2006486.54639,1885405.74495
7CLA004,Otoe Missouria-First Council Casino,2015,9,535,-33,TRMT,17123022,1773359.4,1815173.20756,15233,23240244.8668,1737341.23268,1774732.0246
7CLA004,Otoe Missouria-First Council Casino,2015,10,502,0,TRAIN,18254079,1812209.61,1966890.09804,15573,23555318.274,1724354.92388,1872870.66062
7CLA004,Otoe Missouria-First Council Casino,2015,11,502,0,CTRL,17102665,1715012.82,1858721.79552,15167,25317229.2364,1785915.35568,1858163.5767
7CLA004,Otoe Missouria-First Council Casino,2015,12,502,2,TRMT,18080844,1849593.98,1937020.11924,15640,23851094.7242,1833522.6574,1896085.38159
7CLA004,Otoe Missouria-First Council Casino,2016,1,504,-4,TRMT,18206910,2064569.79,1978170.40048,15609,19293681.2329,1869763.83431,1801566.32566
7CLA004,Otoe Missouria-First Council Casino,2016,2,500,0,TRAIN,18461558,1665659.54,2005705.80085,14491,12331167.375,1436730.67201,1701025.19327
7CLA004,Otoe Missouria-First Council Casino,2016,3,500,0,CTRL,17857186,2025041.03,1961948.211,15500,14712544.9847,1738731.74974,1687879.81284
7CLA004,Otoe Missouria-First Council Casino,2016,4,500,0,CTRL,16807713,1780955.92,1872255.08249,15024,13992828.6756,1552700.19272,1612616.08323
7CLA004,Otoe Missouria-First Council Casino,2016,5,500,0,CTRL,16099671,1625341.59,1820330.11574,15716,19353911.1254,1544760.97276,1724384.99466
7CLA004,Otoe Missouria-First Council Casino,2016,6,500,0,CTRL,14680551,1667528.53,1591022.56141,15012,18261280.7811,1598178.31469,1491939.38114
7CLA004,Otoe Missouria-First Council Casino,2016,7,500,0,CTRL,18519449,1977625.08,2036404.3394,15514,19068674.0719,1781928.96251,1878195.83729
7CLA004,Otoe Missouria-First Council Casino,2016,8,500,0,CTRL,16334297,1623125.34,1862584.06465,15520,20437854.5787,1544995.30715,1765597.29658
7CLA004,Otoe Missouria-First Council Casino,2016,9,500,0,CTRL,16086863,1915325.9,1829035.27765,15004,20400762.231,1894112.36756,1765985.37481
7CLA004,Otoe Missouria-First Council Casino,2016,10,500,0,CTRL,15818866,1936336.64,1756117.19562,15419,21789909.2027,1878269.0805,1678509.71252
7CLA004,Otoe Missouria-First Council Casino,2016,11,500,-73,TRMT,915155,135547.84,103782.679629,4010,2222717.44662,162633.860634,124248.133163
7CLA005,Otoe Missouria - Perry Casino,2016,3,40,0,CTRL,224146,-14276.91,23904.6341947,118,266120.474472,-13500.1546611,24728.224603
7CLA005,Otoe Missouria - Perry Casino,2016,4,40,0,CTRL,4155547,275565.12,379769.188815,1200,4421608.88971,265917.150238,349704.608004
7CLA005,Otoe Missouria - Perry Casino,2016,5,40,20,TRMT,3770883,296577.02,347062.38373,1773,5334966.24264,274747.727179,342565.467652
7CLA005,Otoe Missouria - Perry Casino,2016,6,60,0,TRAIN,3317482,341876.34,318085.020836,1800,4886841.44634,335162.086506,310304.068406
7CLA005,Otoe Missouria - Perry Casino,2016,7,60,0,CTRL,3711742,360298.77,366358.211058,1860,4724504.55659,300512.637029,357167.583765
7CLA005,Otoe Missouria - Perry Casino,2016,8,60,0,CTRL,3691525,163401.72,357451.934777,1860,6099999.72095,136656.62686,366782.674182
7CLA005,Otoe Missouria - Perry Casino,2016,9,60,0,CTRL,3691563,399541.03,358352.958469,1800,5551497.69525,399654.879786,360889.8827
7CLA005,Otoe Missouria - Perry Casino,2016,10,60,0,CTRL,4038475,336765.51,397874.149123,1860,6964808.02784,323271.923802,405346.948333
7CLA005,Otoe Missouria - Perry Casino,2016,11,60,-1,TRMT,340819,42351.51,35283.9605078,538,829398.451129,51213.6130607,42068.7217008
ABSE001,Absentee Shawnee-Thunderbird,2014,4,11,0,CTRL,0,0,0,330,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2014,6,11,13,TRMT,0,0,0,497,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2014,8,24,-19,TRMT,0,0,0,147,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2014,9,5,-4,TRMT,0,0,0,15,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2014,11,1,21,TRMT,0,0,0,660,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2014,12,22,0,TRAIN,0,0,0,682,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2015,1,22,0,CTRL,0,0,0,682,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2015,2,22,0,CTRL,0,0,0,616,0,0,0.0
ABSE001,Absentee Shawnee-Thunderbird,2015,3,22,0,CTRL,786118,62150.76,57048.6415223,1172,626639.747024,52922.90562,49758.8094383
ABSE001,Absentee Shawnee-Thunderbird,2015,4,22,73,TRMT,3397487,157942.8,256621.512903,2846,3817005.94933,125228.248155,239467.586015
ABSE001,Absentee Shawnee-Thunderbird,2015,5,95,-1,TRMT,3384382,253947.68,254917.220247,2914,4091080.47378,246019.105893,241546.959495
ABSE001,Absentee Shawnee-Thunderbird,2015,6,94,0,TRAIN,3256630,221608.85,234738.811656,2820,5018556.33256,207116.126338,233706.960729
ABSE001,Absentee Shawnee-Thunderbird,2015,7,94,0,CTRL,3630273,282407.29,282312.28389,2914,4657017.85644,299003.673761,273658.061266
ABSE001,Absentee Shawnee-Thunderbird,2015,8,94,0,CTRL,3530842,250432.83,285076.25507,2914,5068283.06797,224618.802868,281097.013096
ABSE001,Absentee Shawnee-Thunderbird,2015,9,94,0,CTRL,3061778,267002.72,231886.615735,2820,4573932.56019,267435.012534,231664.740361
ABSE001,Absentee Shawnee-Thunderbird,2015,10,94,0,CTRL,3270046,274551.64,246057.845677,2914,4720065.51009,284262.335918,239782.100104
ABSE001,Absentee Shawnee-Thunderbird,2015,11,94,-1,TRMT,2845059,216950.32,205699.50184,2790,4878994.8646,226464.215189,213881.322678
ABSE001,Absentee Shawnee-Thunderbird,2015,12,93,2,TRMT,3350628,304017.34,248897.065284,2945,4932082.38264,311194.792393,247780.880384
ABSE001,Absentee Shawnee-Thunderbird,2016,1,95,1,TRMT,3408952,366421.68,265307.286682,2969,4280718.6301,333005.613876,253212.102714
ABSE001,Absentee Shawnee-Thunderbird,2016,2,96,0,TRAIN,3688084,260059.78,283199.668846,2784,2852712.09524,242926.330767,250329.644276
ABSE001,Absentee Shawnee-Thunderbird,2016,3,96,0,CTRL,3427449,218759.77,265959.462549,2976,3138785.00692,182512.394464,237736.111184
ABSE001,Absentee Shawnee-Thunderbird,2016,4,96,0,CTRL,3297045,299886.07,254570.292625,2880,3357723.65483,269325.607514,231317.556519
ABSE001,Absentee Shawnee-Thunderbird,2016,5,96,0,CTRL,3425722,286212.94,252032.131164,2976,4078310.41784,253175.340461,236816.681671
ABSE001,Absentee Shawnee-Thunderbird,2016,6,96,0,CTRL,3439350,232340.16,264454.583478,2880,4573059.35702,211530.913426,254356.531877
ABSE001,Absentee Shawnee-Thunderbird,2016,7,96,0,CTRL,3273422,329652.9,246885.653736,2959,3708658.3373,305943.502534,233034.253973
ABSE001,Absentee Shawnee-Thunderbird,2016,8,96,-2,TRMT,2896023,203092.88,221180.950195,2914,4322072.09618,204420.752101,219750.33021
ABSE001,Absentee Shawnee-Thunderbird,2016,9,94,0,TRAIN,3010104,233896.23,238240.676823,2820,4180119.45046,226908.823139,231859.28984
ABSE001,Absentee Shawnee-Thunderbird,2016,10,94,0,CTRL,2966171,186662.38,228822.637815,2913,4727235.72907,171112.224018,225654.400624
ABSE001,Absentee Shawnee-Thunderbird,2016,11,94,-1,TRMT,202830,35799.31,13908.2094545,838,504749.007279,44573.8059817,16800.7470515
ABSE002,Absentee Shawnee - Thunderbird Shawnee Casino,2012,4,40,0,CTRL,343147,24392.7,21207.5799899,399,353292.996026,24400.2754035,18181.7807432
ABSE002,Absentee Shawnee - Thunderbird Shawnee Casino,2012,5,40,0,CTRL,1414554,116796.87,83976.8314444,1238,1916376.417,114248.639221,81753.7417331
ABSE002,Absentee Shawnee - Thunderbird Shawnee Casino,2012,6,40,0,CTRL,1078659,59707.51,62547.7253902,1194,1256061.25661,58177.3253777,57708.6866186
ABSE002,Absentee Shawnee - Thunderbird Shawnee Casino,2012,7,40,0,CTRL,1028728,103355.08,59399.5992458,1238,1375086.04727,97840.6821518,58574.7561795
