customernumber,customername,denom,paytableseries,year,month,beginfootprint,deltaptcount,trainset,gamesPlayed,ActualWin,TheoWin,MachineDays,GamesPlayedAdj,ActualWinAdj,TheoWinAdj
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M1,2016,8,10,0,CTRL,982849,78632.65,85226.8624385,310,1643404.09822,75820.4664617,87183.3846013
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M4,2016,8,2,0,CTRL,338429,31142.89,28510.2739065,62,577240.404945,34045.070231,29310.2084421
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M1,2016,9,10,0,CTRL,915800,75150.13,79885.2264481,300,1453557.10679,71825.9000132,80887.3962235
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M4,2016,9,2,0,CTRL,327914,14276.77,27269.5695172,60,532123.573024,18117.1412236,27702.898206
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M1,2016,10,10,0,CTRL,931081,68857.21,80695.291578,310,1805923.44743,70017.0142252,84992.4356802
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M4,2016,10,2,0,CTRL,318584,30539.88,26584.4652331,62,608479.847848,30070.392059,27794.3009653
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M1,2016,11,10,0,CTRL,81190,-1381.25,7217.82988234,90,195583.346218,-2643.78321287,8609.62473718
CHER006,Cherokee Casino - Catoosa Smoke Shop,$1.00,M4,2016,11,2,0,CTRL,28899,1388.85,2366.99081628,18,69798.8406538,1470.19354878,2822.48253102
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2013,7,20,0,CTRL,530947,44725,43678.3240006,415,729766.632981,46614.8183785,42943.7967078
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2013,7,23,0,CTRL,870657,81539.12,67375.0345952,460,1228977.67607,87031.2680231,66490.5346185
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2013,8,20,2,TRMT,532065,40223.8,43253.2961284,330,642972.125317,33573.3843843,40534.0398906
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2013,8,23,0,CTRL,810953,37478.6,61507.4746246,344,999225.982132,39429.5692764,57599.6252112
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2013,9,22,3,TRMT,1169199,96523,96493.3166677,701,1819413.02551,98125.3592732,97709.5002885
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2013,9,23,7,TRMT,2191964,141637.25,166528.031637,866,3413186.71884,147115.870794,168087.714154
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2013,10,25,0,TRAIN,1061099,91790.25,86353.6986488,714,1831744.39971,99134.9978172,88239.5030772
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2013,10,30,3,TRMT,2443696,170313.5,184409.100568,1022,4308934.98568,176895.528537,189357.345845
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2013,11,25,0,CTRL,1147176,118555,94263.4793178,701,1535251.32652,116617.103532,90882.8757529
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2013,11,33,0,TRAIN,2556397,158342,195413.084716,986,3731023.49923,153353.422548,192595.875857
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2013,12,25,-1,TRMT,1059222,85187,88421.165855,752,1707365.18145,86061.1129325,91214.0809914
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2013,12,33,0,CTRL,2601930,216235,202202.874147,1005,4312020.62526,226802.629961,209775.146355
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,1,24,0,TRAIN,1105348,80436,91572.8293545,702,1470201.47304,74086.3416029,88324.7884699
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,1,33,0,CTRL,2504803,207652,191826.516742,1002,3587912.6172,198938.585365,188207.390447
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,2,24,0,CTRL,1379025,120088,113562.104701,615,962860.837047,111321.217669,99917.4403779
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,2,33,0,CTRL,2953295,223346,228699.28203,905,2143592.38649,193500.891931,203631.436032
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,3,24,0,CTRL,1351167,94009,112189.853875,682,1128830.48982,84581.3820121,97336.1235818
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,3,33,0,CTRL,2969368,216219,227567.617453,1007,2625295.43505,189661.79195,200386.990648
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,4,24,0,CTRL,1294335,48727,109278.215573,667,1567319.70892,49659.0730638,103507.175753
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,4,33,0,CTRL,2792239,188921,215087.940419,973,3513217.42592,187127.573775,206395.832291
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,5,24,0,CTRL,1324752,146879,110192.720469,691,1547598.57236,141486.249081,102490.474257
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,5,33,0,CTRL,3060005,233451,240047.666157,1007,3703289.76812,207327.147388,226057.608059
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,6,24,0,CTRL,1122389,94340,93135.8770789,625,1670225.97225,94264.2293108,91176.6144538
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,6,33,0,CTRL,2729822,216347,211967.802932,936,4291535.1744,216937.38641,210966.955628
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,7,24,-8,TRMT,932924,77215,78324.1192736,449,1365132.76811,73819.5873049,78966.1750377
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,7,33,-4,TRMT,2699060,186622,211556.744829,884,3988511.00981,203312.075563,215457.476107
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,8,16,0,TRAIN,1061722,87520,90497.8695128,451,1379767.8015,85341.6926062,86641.313411
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,8,29,0,TRAIN,2752916,176722,216854.265665,874,3569911.76004,161380.362614,208086.76019
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,9,16,0,CTRL,898074,82669,73526.1226133,434,1492401.73232,87939.2035098,75333.7178016
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,9,29,0,CTRL,2462369,198084,191311.046509,848,4236138.75303,196667.300666,198736.430469
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,10,16,0,CTRL,968431,97238,79718.4085783,444,1580755.55976,99282.0863161,79895.2052957
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,10,29,0,CTRL,2738024,200387,213598.278715,894,4479019.85925,211450.115946,214637.149195
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,11,16,-3,TRMT,965338,45612,81569.8538675,383,1521493.9636,45398.1130297,82419.504461
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,11,29,0,CTRL,2744567,210561,216826.96655,861,4405966.51398,217569.699384,220173.727476
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2014,12,13,0,TRAIN,1036244,65717,89777.454837,351,1629664.70591,62317.4200761,90927.2905559
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2014,12,29,0,CTRL,2993279,241728,234115.318837,895,4873527.90116,242762.534863,239913.683306
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,1,13,0,CTRL,831759,81372,69028.0862054,355,1110058.06175,76753.9028742,67175.4052354
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,1,29,0,CTRL,2820303,218175,220242.634246,893,3842704.22781,211899.553006,214469.061287
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,2,13,0,CTRL,889583,85587,73998.5001658,323,713282.192756,75746.7660897,66413.0805232
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,2,29,0,CTRL,2889435,201893,224662.49147,803,2432719.81248,191280.797803,203505.309056
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,3,13,0,CTRL,956713,66479,79227.3218315,354,933273.447861,55367.7938258,71390.9768429
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,3,29,0,CTRL,2981829,244188,234386.522114,894,2840014.98499,220377.980397,209937.34472
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,4,13,0,CTRL,926650,83802,76912.6184985,342,1101012.81642,74155.4844402,72791.1044828
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,4,29,0,CTRL,2774140,200264,216326.186495,865,3349428.04754,189793.688981,205312.058703
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,5,13,0,CTRL,861425,62745,71514.4931458,350,1039399.13646,58817.5080228,67730.7666057
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,5,29,0,CTRL,2709164,176413,212981.790591,894,3170397.11507,169381.079795,199789.253892
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,6,13,0,CTRL,863173,51222,72361.0381544,345,1376408.55401,49096.2839314,72753.0454805
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,6,29,0,CTRL,2384406,226711,188314.247389,863,3723262.15563,225100.627364,187253.155363
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,7,13,0,CTRL,880610,85168,75722.2181184,354,1144855.99419,84121.6428331,73400.1276683
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,7,29,0,CTRL,2692543,211265,216270.026556,894,3494696.095,209184.350706,210389.7431
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,8,13,0,CTRL,806690,49882,68376.8622591,353,1162517.89138,47996.8931966,66966.2883073
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,8,29,0,CTRL,2480593,234254,197613.031277,893,3677164.57727,229711.361608,196067.491929
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,9,13,0,CTRL,778601,54814,67317.6884514,339,1261797.82498,51278.6051021,68886.4284611
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,9,29,0,CTRL,2587273,204051,207661.136341,864,4112739.39118,211693.159318,211205.652797
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,10,13,0,CTRL,828826,89250,70044.4736534,349,1331064.21764,87146.5753568,69693.2955047
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,10,29,0,CTRL,2856675,163286,233343.182723,897,4573843.35421,147268.987532,232986.299594
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,11,13,0,CTRL,721567,47846,60971.7113014,338,1284278.68104,47896.6119178,64300.1801682
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,11,29,0,CTRL,2271295,190982,179512.670912,867,3954309.11925,204738.86039,187784.23086
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2015,12,13,0,CTRL,797213,62538,67449.3295181,358,1232305.60817,65543.7656311,68610.6348961
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2015,12,29,0,CTRL,2576107,185309,203339.973427,892,4020262.0299,196472.716314,207386.254851
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,1,13,0,CTRL,714378,37971,60737.0693847,352,919560.777082,28383.2639142,57924.8654641
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,1,29,0,CTRL,2240355,213269,177819.691198,888,2915584.28338,213068.535786,170559.174562
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,2,13,0,CTRL,901748,86437,78383.645427,333,763766.500664,75657.4364073,70403.4954924
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,2,29,-2,TRMT,2522587,232749,202601.397591,714,2337630.60383,209842.990808,186626.031614
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,3,13,1,TRMT,916994,67569,79680.9702374,370,881366.191366,68023.383148,71799.8144667
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,3,27,2,TRMT,2016510,173360,164117.388514,691,2033850.45646,160103.825514,150036.029759
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,4,14,0,TRAIN,866561,79165,74773.6214527,358,943418.596183,71503.384761,68610.1774516
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,4,29,0,TRAIN,2001955,157035,163121.727879,666,2181975.12307,139753.513157,150670.762182
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,5,14,0,CTRL,751369,70705,65554.2024912,369,1082662.35669,66959.4684887,64822.0400769
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,5,29,0,CTRL,1749819,160010,140628.663559,691,2596936.47665,157412.999187,140491.642545
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,6,14,0,CTRL,694332,54470,60748.7763194,350,995332.893392,56011.2606442,59446.1080578
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,6,29,0,CTRL,1739512,112638,143801.236699,662,2564486.96678,111794.617601,141663.596569
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,7,14,0,CTRL,738305,84221,64420.0898938,394,883281.143584,82828.8114134,61367.8626419
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,7,29,0,CTRL,1869531,149425,153247.261988,655,2289691.94665,147106.280168,147438.445075
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,8,14,0,CTRL,720817,58863,63571.8416235,374,1172482.38465,56855.7013481,64381.0363852
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,8,29,0,CTRL,1825404,151573,149983.422538,676,2980665.63256,161771.664459,152364.355104
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,9,14,0,CTRL,691926,45366,58421.2073595,364,988489.581169,45022.0846804,57699.9141723
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,9,29,0,CTRL,1720800,156739,136297.85671,671,2637210.85534,160987.403053,136648.96042
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,10,14,0,CTRL,714726,60986,61225.1439036,362,1221390.61614,63174.5550604,62245.3716752
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,10,29,0,CTRL,1631785,96464,130276.159719,678,2836342.70879,106306.156554,133111.862084
CHER007,Cherokee Casino - Tahlequah,$1.00,M1,2016,11,14,0,CTRL,78778,6549,6529.42660073,102,181643.152232,8073.19193035,7721.54868534
CHER007,Cherokee Casino - Tahlequah,$1.00,M4,2016,11,29,0,CTRL,174778,19070,13934.2961368,203,414835.493212,22375.4224116,16566.6602102
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2013,7,11,0,CTRL,521969,28089.95,41940.8556641,220,735763.747596,32244.2980326,41335.6589312
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2013,7,12,0,CTRL,932586,56912.85,74851.2974811,240,1433411.80813,52970.7580711,75457.5122112
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2013,8,11,0,CTRL,423215,41931.6,33517.0601655,165,533039.854106,38915.0391874,31634.3045421
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2013,8,12,0,CTRL,775276,31116.5,60408.4563596,180,997474.845068,29689.1322319,57469.7980401
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2013,9,11,0,CTRL,842930,63273.15,67824.153571,337,1379453.92941,64388.4075204,69842.7226523
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2013,9,12,0,CTRL,1556316,124314.15,123976.054773,364,2657384.89895,128637.544976,129588.000105
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2013,10,11,0,CTRL,951836,65629,76357.4259475,341,1727609.89872,62741.7548429,79231.2726462
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2013,10,12,0,CTRL,1696550,108768,136210.16274,372,3172270.32914,109552.480543,142702.821891
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2013,11,11,0,CTRL,966434,85459,77686.2678701,330,1412767.2992,81177.3253725,76722.8389106
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2013,11,12,0,CTRL,1695177,99156,134357.264257,360,2658736.44042,99466.7010357,134181.19649
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2013,12,11,0,CTRL,1052186,96558,82954.8194048,341,1733155.04952,101995.082717,85257.866967
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2013,12,12,0,CTRL,1648501,103671,129362.981943,372,2749200.31087,104913.82206,133744.263426
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,1,11,0,CTRL,862651,74720,68812.0749274,341,1281739.50056,73101.9903715,68435.7841238
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,1,12,0,CTRL,1549213,141441,121381.26712,372,2317368.71906,138049.122628,120682.993516
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,2,11,0,CTRL,1027921,79062,82630.8175291,308,763664.153401,77610.7195394,73744.8210502
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,2,12,0,CTRL,1754917,140067,137679.402516,336,1356916.36241,123875.483878,124781.289941
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,3,11,0,CTRL,1079407,90073,86911.0733646,341,953906.642412,82225.5172893,76286.7980921
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,3,12,0,CTRL,1836108,160390,142949.042393,372,1715559.3447,142027.446233,127642.04715
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,4,11,0,CTRL,1030866,97137,82969.3445518,332,1310501.76096,94338.8184605,80185.8640113
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,4,12,-1,TRMT,1599055,134735,125548.443727,342,2094754.38103,132485.484666,121771.916959
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,5,11,0,CTRL,1047115,95033,85537.6193132,341,1279016.48344,92662.3671908,80334.3614239
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,5,11,0,TRAIN,1735469,121777,140862.258198,341,2242970.64559,120236.725873,134763.23271
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,6,11,0,CTRL,968365,96560,78840.9783474,330,1565842.16092,97307.1572151,79112.2208701
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,6,11,0,CTRL,1549014,87899,122807.660423,330,2554404.88119,83781.8766611,124472.203111
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,7,11,0,CTRL,929609,114835,73780.4149361,335,1336033.45357,117272.326837,74496.6639342
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,7,11,0,CTRL,1554994,134973,123488.487777,341,2388579.40688,133117.657743,127158.253426
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,8,11,-2,TRMT,907088,64301,72943.5145538,279,1148569.62095,64426.1053062,69469.9410522
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,8,11,0,CTRL,1669658,128028,134881.342923,341,2231774.17315,116545.431425,130046.264872
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,9,9,0,TRAIN,865435,77712,69416.5197859,270,1415972.53177,81979.7307684,70596.9702328
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,9,11,0,CTRL,1555990,124807,123975.571707,330,2658668.59077,122491.082171,128311.546753
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,10,9,0,CTRL,873095,79554,70216.498965,279,1405178.66644,83701.4051202,70325.6490914
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,10,11,0,CTRL,1546964,124796,123938.707838,341,2627380.50206,132350.524992,124977.389331
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,11,9,0,CTRL,893828,76883,71246.0643083,270,1431401.93863,71734.2815175,72506.0064528
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,11,11,0,CTRL,1587009,138792,124311.819591,330,2637000.83492,144416.461162,127607.788281
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2014,12,9,0,CTRL,1044478,77461,84615.4450325,279,1636653.82665,81774.3498427,85870.0376645
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2014,12,11,0,CTRL,1917419,111274,153299.214651,341,3001369.16359,122365.400037,155154.029058
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,1,9,0,CTRL,925107,81029,73462.5180938,279,1137648.85572,78086.3767771,69767.5794963
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,1,11,0,CTRL,1642923,133205,128725.696682,341,2213759.7244,133833.31783,125059.7826
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,2,9,0,CTRL,1065936,73603,85074.2577686,252,863995.050693,68679.5788783,76177.7800376
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,2,11,0,CTRL,1848106,138026,149214.312919,308,1557773.86241,122339.122855,135129.514073
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,3,9,0,CTRL,1184410,59591,95711.9107964,279,1124131.72968,55394.4046446,86059.6275789
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,3,11,0,CTRL,2006744,166625,160683.055039,341,2003022.87958,158653.12938,146299.703311
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,4,9,0,CTRL,1071005,102287,86172.2460057,279,1280212.25565,101056.378432,81859.56377
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,4,11,0,CTRL,1994928,101661,158497.305127,346,2511153.75829,88342.1794504,152676.326868
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,5,9,1,TRMT,1051959,69383,84559.2631182,302,1291568.37228,62671.7431699,80279.5709813
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,5,11,2,TRMT,2036104,155521,159932.936639,390,2527463.06552,154082.308767,151918.787388
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,6,10,0,TRAIN,901605,75787,73518.6728481,295,1456317.8559,72705.5206764,73967.4515913
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,6,13,0,TRAIN,1766447,139336,138955.1896,376,2910469.0886,143509.443549,141275.226523
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,7,10,0,CTRL,936042,54193,75659.0581736,304,1198276.53979,47994.9192366,73409.5682644
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,7,13,0,CTRL,1924193,173996,152431.781432,391,2655345.18626,169472.522709,151139.095388
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,8,10,0,CTRL,935451,98525,74876.6052423,307,1334601.79563,95496.204677,73144.2864012
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,8,13,0,CTRL,1833384,152682,143826.284651,390,2745781.04937,155824.80992,142594.4145
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,9,10,0,CTRL,859698,77211,68352.8127027,297,1358974.19164,82297.0188495,69387.4502492
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,9,13,0,CTRL,1767495,159287,139672.697817,381,2989246.08608,168788.390153,144765.844786
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,10,10,0,CTRL,971294,75092,78988.9200207,302,1524693.03738,76146.1020158,78600.7713061
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,10,13,0,CTRL,1851899,155229,145858.397965,392,2780193.20012,152604.870579,143414.002369
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,11,10,0,CTRL,950064,61507,77078.8760915,294,1771195.15408,58598.8525209,82233.855344
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,11,13,0,CTRL,1793280,169942,141844.422889,378,3272703.53267,182362.132604,149911.559186
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2015,12,10,0,CTRL,1092082,54136,88857.5557406,307,1708221.2424,56049.67649,91084.2371784
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2015,12,13,0,CTRL,1985231,152412,156409.687479,393,3236050.3305,156574.826124,161740.395745
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,1,10,0,CTRL,877014,83578,71789.0265129,302,1155395.7266,84325.606254,69213.6655365
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,1,13,0,CTRL,1673572,124920,134206.005959,390,2330078.38213,119002.23829,131166.186775
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,2,10,0,CTRL,1181611,97738,95913.1415949,290,1078421.67295,92369.524795,88218.7138727
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,2,13,0,CTRL,2152973,164556,170546.272783,377,1950532.23242,153278.10899,156446.219138
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,3,10,0,CTRL,991791,86718,79479.5071982,305,955953.852619,77190.472014,72115.4598746
CHER008,Cherokee Casino - Sallisaw,$1.00,M38WAP,2016,3,4,0,CTRL,302626,38943.54,32358.6509941,72,374511.802052,36527.4505505,31314.995682
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,3,13,-4,TRMT,1692292,149572,132648.689704,301,1680509.1433,137010.139331,121069.271248
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,4,10,0,CTRL,916995,80360,72587.2571605,292,1002927.60498,75385.670014,66694.8183274
CHER008,Cherokee Casino - Sallisaw,$1.00,M38WAP,2016,4,4,0,CTRL,449599,49174.97,48243.4195351,120,492565.61336,44030.1713544,44630.4077489
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,4,9,-1,TRMT,1128387,98599,88753.8173485,224,1285685.48856,89898.9528689,82826.0993405
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,5,10,0,CTRL,907201,65393,72861.5336388,302,1383115.77457,60247.8213866,73130.1513239
CHER008,Cherokee Casino - Sallisaw,$1.00,M38WAP,2016,5,4,0,CTRL,434293,32597.68,46917.2369011,124,616374.182706,37120.7294401,45900.964642
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,5,8,0,TRAIN,1180951,69995,94564.6087134,225,1808670.17177,72402.3957319,95195.6531755
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,6,10,0,CTRL,826129,76291,66245.710942,295,1246151.71789,80993.1203645,66020.2744622
CHER008,Cherokee Casino - Sallisaw,$1.00,M38WAP,2016,6,4,0,CTRL,387209,27888.74,41564.8563129,120,583197.386265,28466.0411798,41380.5439666
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,6,8,0,CTRL,1115694,84071,89477.2518404,222,1772758.34419,83990.4151447,90810.7280794
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,7,10,0,CTRL,903337,74837,73594.6616163,303,1092509.40381,71633.7054089,70345.6901147
CHER008,Cherokee Casino - Sallisaw,$1.00,M38WAP,2016,7,4,0,CTRL,358721,33715.99,36494.4208712,124,401727.346358,32457.2602536,34042.9190459
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,7,8,0,CTRL,1150358,78821,92358.3433805,225,1411711.97266,81133.3407945,88515.7186596
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,8,10,2,TRMT,903736,85281,75171.9675621,355,1472323.69199,92356.5477574,76371.2551522
CHER008,Cherokee Casino - Sallisaw,$1.00,M38WAP,2016,8,4,0,CTRL,315944,37193.8,32650.7511067,124,497300.101905,36740.4324679,32834.3312152
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,8,8,0,CTRL,1158905,68513,93705.9928465,226,1963892.11005,69778.1853691,96100.5428423
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,9,12,0,TRAIN,846769,74827,67670.6651559,358,1265567.94311,76731.5632104,67595.2360548
CHER008,Cherokee Casino - Sallisaw,$1.00,M38WAP,2016,9,4,0,CTRL,290532,36036.86,30046.299385,120,404557.629594,36250.1848637,29221.9099426
CHER008,Cherokee Casino - Sallisaw,$1.00,M4,2016,9,8,0,CTRL,1081151,72807,85718.894837,228,1675153.9494,75491.4883638,86535.0190016
CHER008,Cherokee Casino - Sallisaw,$1.00,M1,2016,10,12,0,CTRL,841121,46514,67099.5861189,366,1487212.92456,49062.2803069,68958.5617501
