customernumber,customername,year,month,beginfootprint,deltaptcount,trainset,GamesPlayed,ActualWin,TheoWin,MachineDays,AdjGamesPlayed,AdjActualWin,AdjTheoWin,AdjMachineDays,PriorUtil,PriorWPUPD,PriorTheoWPUPD,PostUtil,PostWPUPD,PostTheoWPUPD,PriorAdjUtil,PriorAdjWPUPD,PriorAdjTheoWPUPD,PostAdjUtil,PostAdjWPUPD,PostAdjTheoWPUPD
7CLA001,7 Clans - Paradise Casino,2015,5,227,0,TRAIN,6857621,874860.18,749790.125483,7051,6903276.39358,696513.941264,596940.273841,0,0.0681406804365,105.50348389,107.865558653,0.0587055540886,97.5726794373,94.2718661096,0.0650530901795,80.645650402,81.7379801194,0.0505392037948,76.7188091138,75.0116597245
7CLA001,7 Clans - Paradise Casino,2015,6,227,0,CTRL,5185161,512449.25,577551.692096,6802,7310867.1095,542387.709719,611293.585697,0,0.0680686568521,113.121579062,108.044300539,0.0542746715051,85.9564774989,88.3862327944,0.0713695630214,92.8924907781,88.7861564277,0.0759585291412,74.7010491291,77.4925216228
7CLA001,7 Clans - Paradise Casino,2015,7,227,-2,TRMT,5565221,645031.91,636246.881617,6976,4273591.5795,359074.424048,354184.000864,0,0.0625430450446,102.930813457,99.509501281,0.0554882220517,92.975458191,90.6970350333,0.0757204647194,94.0950522381,92.0454226855,0.0654778465789,80.6306928818,78.5020874543
7CLA001,7 Clans - Paradise Casino,2015,8,225,0,TRAIN,5348875,613136.32,606869.435618,6821,7459334.69401,637304.777243,630790.866348,0,0.0597309651827,101.826890647,95.9369591498,0.0564880356456,98.5787380371,90.8926804495,0.0644021818948,83.0915382814,78.7657257784,0.0533584959346,84.6049540923,79.4353858932
7CLA001,7 Clans - Paradise Casino,2015,9,225,-12,TRMT,5225519,619843.05,588873.093402,6402,7299671.08314,632280.164228,600688.797278,0,0.057657419128,95.6773113924,92.9641278414,0.0572026997758,92.9403224277,92.6554169869,0.065167444687,80.8419838074,79.3203879476,0.0828596776416,77.4506556121,79.8607540483
7CLA001,7 Clans - Paradise Casino,2015,10,213,-8,TRMT,5404580,703501.36,589753.285729,6421,3881487.01182,392394.776718,328949.056861,0,0.054845643577,88.5322962113,89.2389579176,0.059146721653,89.7158656385,97.0730422998,0.0677533148622,80.4061729283,81.3657734968,0.0510240699954,65.4048860258,73.829546595
7CLA001,7 Clans - Paradise Casino,2015,11,205,0,TRAIN,5004909,440755.85,580066.090696,6158,7379389.63349,445415.953228,586199.118452,0,0.0562030297813,96.9764327573,90.9745565878,0.0600422158034,81.0822911808,100.107706455,0.0597767039414,75.9223945243,71.9238437773,0.0686038951352,66.1189223809,82.1517320894
7CLA001,7 Clans - Paradise Casino,2015,12,205,0,CTRL,5716841,554422.99,668161.60648,6355,5348109.09458,400565.382066,482740.459917,0,0.0564767885134,92.1338105573,91.681338867,0.0625952269275,90.3325478424,102.396398316,0.0700308611479,81.6756713207,83.1961800999,0.0704683393551,71.4868909248,80.4137084924
7CLA001,7 Clans - Paradise Casino,2016,1,205,0,CTRL,5591672,534681.83,640604.508225,6355,5567799.58656,401550.492189,481099.302694,0,0.0585241273945,91.5110218661,95.7867886133,0.0598563908991,93.6789622085,99.5176631103,0.065532183079,73.8339231228,78.8829109768,0.0651729360254,75.2986519001,79.7224529906
7CLA001,7 Clans - Paradise Casino,2016,2,205,0,CTRL,5506568,596048.86,601438.695878,5945,6738896.10703,531472.075946,536277.969313,0,0.0596383638473,88.3135762585,98.0104191993,0.0582413662639,100.195475489,99.1750607475,0.0608981982902,64.8474279015,74.3006025515,0.0529025328624,72.7622389825,72.2975824008
7CLA001,7 Clans - Paradise Casino,2016,3,205,0,CTRL,4981102,616850.35,614458.801221,6355,5670758.67923,471673.783062,469845.088533,0,0.0610678710085,85.6772470076,100.361540373,0.0528761055981,100.449750297,93.6634364476,0.0700635039587,71.6964455499,84.0816044161,0.0727459885176,75.4629144984,69.4804467528
7CLA001,7 Clans - Paradise Casino,2016,4,205,-6,TRMT,4875191,622481.51,600791.265674,6018,3569077.66265,329712.834674,318224.056571,0,0.06052074448,92.0433438625,100.946166006,0.0512782498671,92.8417190897,91.2721093368,0.0647673249239,72.1815966918,78.7670060159,0.0491330899236,69.321514096,67.4549733662
7CLA001,7 Clans - Paradise Casino,2016,5,199,0,TRAIN,4261881,623207.41,521457.371716,6169,6414819.40335,597846.742893,500237.298587,0,0.0589784745583,96.0589531066,99.5944259311,0.0474270387032,84.646340617,84.6505525649,0.0606447106922,70.2958369825,73.1749854947,0.0572588135832,80.563678255,78.7300341821
7CLA001,7 Clans - Paradise Casino,2016,6,199,-20,TRMT,1051465,35341.12,137123.927239,1611,1225587.37373,28938.6739301,112282.367349,0,0.0556552172808,100.40381141,95.4852017188,0.0453248930961,21.937380509,85.1172732706,0.0635074842781,78.8461402611,74.51237036,0.0528306854666,17.9631743824,69.697310583
7CLA002,7 Clans - Chilocco,2013,7,168,0,CTRL,5209628,309675,388332.001573,3864,6808357.70291,359395.088565,450680.920636,0,0,0,0,0.101548330224,102.371296309,106.657122577,0,0,0,0.146248420926,102.918849792,109.494139518
7CLA002,7 Clans - Chilocco,2013,8,168,0,CTRL,7667513,595703.24,554381.597551,5211,5338240.0399,404282.729091,376239.191205,0,0.0936282925006,80.1436335404,100.500000407,0.103166993527,111.861794789,107.659639712,0.12236092605,93.011151285,116.635849026,0.108041844349,112.786375183,109.570681895
